# Program:featureCounts v2.0.3; Command:"featureCounts" "-g" "gene_id" "-a" "/content/GCF_000146045.2_R64_genomic.gtf" "-o" "output_featurecounts.txt" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YBR135W	NC_001134.8	504854	505306	+	453	206	303	76	336
gene-YBR136W	NC_001134.8	505668	512774	+	7107	150	159	23	62
gene-YBR137W	NC_001134.8	513044	513583	+	540	732	1142	20	146
gene-YBR138C	NC_001134.8	513762	515336	-	1575	306	302	7	21
gene-YBR139W	NC_001134.8	515664	517190	+	1527	3297	2372	39	87
gene-YBR140C	NC_001134.8	517350	526628	-	9279	1693	1202	56	200
gene-YBR141C	NC_001134.8	527025	528038	-	1014	68	119	137	363
gene-YBR142W	NC_001134.8	528317	530638	+	2322	188	241	446	1267
gene-YBR143C	NC_001134.8	530869	532182	-	1314	1008	1993	1308	4190
gene-YBR144C	NC_001134.8	533235	533549	-	315	5	0	0	2
gene-YBR145W	NC_001134.8	533762	534817	+	1056	526	1239	16	67
gene-YBR146W	NC_001134.8	535260	536096	+	837	251	1043	85	365
gene-YBR147W	NC_001134.8	536575	537465	+	891	416	358	7	24
gene-YBR148W	NC_001134.8	537876	539705	+	1830	37	35	1	10
gene-YBR149W	NC_001134.8	539987	541021	+	1035	7834	7452	104	350
gene-YBR150C	NC_001134.8	541209	544493	-	3285	593	412	43	101
gene-YBR151W	NC_001134.8	545028	545978	+	951	1341	1691	81	312
gene-YBR152W	NC_001134.8	546376	547251	+	876	96	95	66	156
gene-YBR153W	NC_001134.8	547460	548194	+	735	100	167	83	285
gene-YBR154C	NC_001134.8	548362	549009	-	648	251	556	593	2308
gene-YBR155W	NC_001134.8	549771	550928	+	1158	70	91	299	919
gene-YBR156C	NC_001134.8	551104	553200	-	2097	82	207	29	88
gene-YBR157C	NC_001134.8	553543	554310	-	768	11	22	1	12
gene-YBR158W	NC_001134.8	556549	558198	+	1650	110	202	14	82
gene-YBR159W	NC_001134.8	558685	559728	+	1044	303	607	75	409
gene-YBR160W	NC_001134.8	560078	560974	+	897	155	418	162	598
gene-YBR161W	NC_001134.8	561634	562764	+	1131	53	49	77	459
gene-YBR162C	NC_001134.8	563203	564570	-	1368	829	1707	247	1369
gene-YBR162W-A	NC_001134.8	565231	565428	+	198	317	419	123	569
gene-YBR163W	NC_001134.8	565723	567480	+	1758	67	64	93	351
gene-YBR164C	NC_001134.8	567875	568426	-	552	171	298	124	555
gene-YBR165W	NC_001134.8	568852	569685	+	834	532	388	99	342
gene-YBR166C	NC_001134.8	569842	571200	-	1359	155	247	71	417
gene-YBR167C	NC_001134.8	571468	571890	-	423	304	224	80	266
gene-YBR168W	NC_001134.8	572371	573612	+	1242	152	85	29	123
gene-YBR169C	NC_001134.8	573915	575996	-	2082	12254	13923	155	468
gene-YBR170C	NC_001134.8	576344	578086	-	1743	366	515	82	245
gene-YBR171W	NC_001134.8	578364	578984	+	621	136	238	150	686
gene-YBR172C	NC_001134.8	579150	581372	-	2223	934	1156	336	1207
gene-YBR173C	NC_001134.8	581726	582172	-	447	3022	2901	158	671
gene-YBR175W	NC_001134.8	582408	583355	+	948	12	9	48	230
gene-YBR176W	NC_001134.8	583720	584658	+	939	78	185	38	210
gene-YBR177C	NC_001134.8	584807	586162	-	1356	8423	9560	305	979
gene-YBR179C	NC_001134.8	586547	589114	-	2568	1263	844	110	291
gene-YBR180W	NC_001134.8	589741	591459	+	1719	45	34	17	32
gene-YBR181C	NC_001134.8;NC_001134.8	591712;592769	592416;592774	-;-	711	688	2066	1883	7050
gene-YBR182C	NC_001134.8	593506	594864	-	1359	58	60	49	165
gene-YBR182C-A	NC_001134.8	595361	595555	-	195	0	2	2	11
gene-YBR183W	NC_001134.8	596115	597065	+	951	123	99	87	316
gene-YBR184W	NC_001134.8	597363	598934	+	1572	16	33	5	20
gene-YBR185C	NC_001134.8	599123	599959	-	837	53	402	38	165
gene-YBR186W	NC_001134.8;NC_001134.8	600553;602217	602103;602360	+;+	1695	60	56	21	54
gene-YBR187W	NC_001134.8	602634	603476	+	843	41	131	504	1905
gene-YBR188C	NC_001134.8	603685	604107	-	423	206	261	38	137
gene-YBR189W	NC_001134.8;NC_001134.8	604508;604928	604514;605508	+;+	588	649	2982	3725	14237
gene-YBR191W	NC_001134.8;NC_001134.8	606270;606669	606280;607140	+;+	483	983	3273	2792	11043
gene-YBR192W	NC_001134.8	607652	608785	+	1134	76	109	105	459
gene-YBR193C	NC_001134.8	609082	609753	-	672	546	478	52	231
gene-YBR194W	NC_001134.8	610038	610409	+	372	56	82	14	88
gene-YBR195C	NC_001134.8	610614	611882	-	1269	18	18	132	452
gene-YBR196C	NC_001134.8	612236	613900	-	1665	15481	8655	1344	4144
gene-YBR196C-A	NC_001134.8	614024	614173	-	150	7	2	0	9
gene-YBR196C-B	NC_001134.8	614526	614630	-	105	9	10	3	8
gene-YBR197C	NC_001134.8	615203	615856	-	654	182	90	40	94
gene-YBR198C	NC_001134.8	616127	618523	-	2397	366	473	242	740
gene-YBR199W	NC_001134.8	618909	620303	+	1395	1456	1647	172	565
gene-YBR200W	NC_001134.8	620872	622527	+	1656	383	390	103	315
gene-YBR200W-A	NC_001134.8	622983	623147	+	165	13	7	1	0
gene-YBR201W	NC_001134.8	623576	624211	+	636	124	269	2	25
gene-YBR201C-A	NC_001134.8	624493	624696	-	204	184	64	5	7
gene-YBR202W	NC_001134.8	625772	628309	+	2538	272	431	39	135
gene-YBR203W	NC_001134.8	629168	631942	+	2775	581	492	44	51
gene-YBR204C	NC_001134.8	632254	633381	-	1128	1095	673	15	73
gene-YBR205W	NC_001134.8	633622	634836	+	1215	415	689	59	218
gene-YBR207W	NC_001134.8	635146	636543	+	1398	1019	1542	104	281
gene-YBR208C	NC_001134.8	636703	642210	-	5508	491	664	32	66
gene-YBR209W	NC_001134.8	642583	642900	+	318	160	103	12	24
gene-YNCB0017C	NC_001134.8	643007	643078	-	72	0	0	0	0
gene-YNCB0018W	NC_001134.8	645167	645238	+	72	0	0	0	0
gene-YBR210W	NC_001134.8	645550	645978	+	429	302	209	43	193
gene-YBR211C	NC_001134.8	646158	647132	-	975	73	68	37	113
gene-YBR212W	NC_001134.8	647886	649904	+	2019	3591	1238	100	238
gene-YBR213W	NC_001134.8	650368	651192	+	825	66	62	30	89
gene-YBR214W	NC_001134.8	651415	652998	+	1584	5286	4591	60	155
gene-YBR215W	NC_001134.8;NC_001134.8	653356;653453	653368;655317	+;+	1878	349	407	88	300
gene-YBR216C	NC_001134.8	655576	657600	-	2025	210	445	37	158
gene-YBR217W	NC_001134.8	657832	658392	+	561	165	139	32	103
gene-YBR218C	NC_001134.8	658707	662249	-	3543	1084	1580	273	805
gene-YBR219C	NC_001134.8;NC_001134.8	662499;663003	662581;663303	-;-	384	0	0	0	1
gene-YBR220C	NC_001134.8	662995	664677	-	1683	125	171	54	167
gene-YBR221C	NC_001134.8	665153	666253	-	1101	4934	5233	136	657
gene-YBR221W-A	NC_001134.8	666538	666642	+	105	25	90	1	8
gene-YBR222C	NC_001134.8	666720	668351	-	1632	2413	6582	193	781
gene-YBR223C	NC_001134.8	668663	670297	-	1635	249	160	12	37
gene-YBR225W	NC_001134.8	670627	673329	+	2703	650	355	30	132
gene-YBR227C	NC_001134.8	673572	675134	-	1563	128	302	46	241
gene-YBR228W	NC_001134.8	675313	676227	+	915	215	284	45	163
gene-YBR229C	NC_001134.8	676357	679221	-	2865	208	244	45	146
gene-YBR230C	NC_001134.8;NC_001134.8	679549;680040	679942;680050	-;-	405	7360	7076	155	452
gene-YBR230W-A	NC_001134.8	680362	680562	+	201	441	296	6	16
gene-YNCB0019C	NC_001134.8	680688	681862	-	1175	221	175	15	63
gene-YBR231C	NC_001134.8	682179	683090	-	912	114	97	74	249
gene-YBR233W	NC_001134.8	683428	684669	+	1242	14	39	10	81
gene-YBR233W-A	NC_001134.8	684977	685261	+	285	36	45	33	76
gene-YBR234C	NC_001134.8	685438	686592	-	1155	1403	2430	74	432
gene-YBR235W	NC_001134.8	686901	690263	+	3363	563	330	55	197
gene-YBR236C	NC_001134.8	690383	691693	-	1311	315	495	68	312
gene-YBR237W	NC_001134.8	691969	694518	+	2550	615	510	107	372
gene-YBR238C	NC_001134.8	695107	697302	-	2196	5	31	144	497
gene-YBR239C	NC_001134.8	698354	699943	-	1590	71	85	93	281
gene-YBR240C	NC_001134.8	700490	701842	-	1353	47	64	15	30
gene-YBR241C	NC_001134.8	702589	704055	-	1467	2404	1124	37	126
gene-YBR242W	NC_001134.8	704670	705386	+	717	473	323	205	763
gene-YBR243C	NC_001134.8	705447	706793	-	1347	92	225	28	151
gene-YBR244W	NC_001134.8	707528	708016	+	489	35	52	44	108
gene-YBR245C	NC_001134.8	708150	711539	-	3390	215	471	84	298
gene-YBR246W	NC_001134.8	711591	712754	+	1164	233	384	69	362
gene-YBR247C	NC_001134.8	713004	714455	-	1452	162	209	570	1782
gene-YBR248C	NC_001134.8	714807	716465	-	1659	68	121	187	508
gene-YBR249C	NC_001134.8	716882	717994	-	1113	490	1107	496	1525
gene-YBR250W	NC_001134.8	719033	720604	+	1572	23	17	2	9
gene-YBR251W	NC_001134.8	721390	722313	+	924	178	335	56	175
gene-YBR252W	NC_001134.8	722611	723054	+	444	9	111	31	151
gene-YBR253W	NC_001134.8	723270	723635	+	366	204	321	75	265
gene-YBR254C	NC_001134.8	723736	724263	-	528	28	69	36	143
gene-YBR255W	NC_001134.8	724456	726540	+	2085	520	598	27	146
gene-YBR255C-A	NC_001134.8;NC_001134.8	726618;727012	726917;727074	-;-	363	647	454	28	84
gene-YBR256C	NC_001134.8	727386	728102	-	717	847	939	123	536
gene-YBR257W	NC_001134.8	728885	729724	+	840	180	175	98	330
gene-YBR258C	NC_001134.8	729734	730162	-	429	46	78	11	51
gene-YBR259W	NC_001134.8	730387	732453	+	2067	101	111	48	191
gene-YBR260C	NC_001134.8	732639	734639	-	2001	272	324	54	210
gene-YBR261C	NC_001134.8	734832	735530	-	699	63	198	115	479
gene-YBR262C	NC_001134.8	735720	736040	-	321	413	960	56	230
gene-YBR263W	NC_001134.8	736264	737736	+	1473	1691	1826	258	957
gene-YBR264C	NC_001134.8	737770	738369	-	600	220	241	36	146
gene-YBR265W	NC_001134.8	738582	739544	+	963	781	861	179	601
gene-YBR267W	NC_001134.8	739841	741022	+	1182	94	101	372	1137
gene-YBR266C	NC_001134.8	739936	740388	-	453	0	0	0	0
gene-YBR268W	NC_001134.8	741299	741616	+	318	172	262	29	107
gene-YBR269C	NC_001134.8	742160	742576	-	417	4460	2728	78	188
gene-YBR270C	NC_001134.8	742761	744398	-	1638	194	120	66	202
gene-YBR271W	NC_001134.8	744852	746111	+	1260	138	116	154	506
gene-YBR272C	NC_001134.8	746361	747803	-	1443	562	406	38	127
gene-YBR273C	NC_001134.8	748061	749371	-	1311	1512	1460	63	259
gene-YBR274W	NC_001134.8	749594	751177	+	1584	412	404	53	190
gene-YBR275C	NC_001134.8	751356	757106	-	5751	108	386	13	62
gene-YBR276C	NC_001134.8	757620	760043	-	2424	645	651	99	345
gene-YBR278W	NC_001134.8	760294	760899	+	606	221	389	18	85
gene-YBR279W	NC_001134.8	761257	762594	+	1338	781	930	217	780
gene-YBR280C	NC_001134.8	762784	764697	-	1914	2800	1333	37	92
gene-YBR281C	NC_001134.8	764970	767606	-	2637	151	166	102	301
gene-YBR282W	NC_001134.8	768240	768680	+	441	208	287	58	209
gene-YBR283C	NC_001134.8	768943	770415	-	1473	762	929	373	1575
gene-YBR284W	NC_001134.8	771239	773632	+	2394	61	51	7	32
gene-YBR285W	NC_001134.8	773922	774356	+	435	181	212	7	11
gene-YBR286W	NC_001134.8	774700	776313	+	1614	9226	8860	301	1201
gene-YBR287W	NC_001134.8	776571	777854	+	1284	5215	3038	256	726
gene-YBR288C	NC_001134.8	778012	779463	-	1452	69	208	61	248
gene-YBR289W	NC_001134.8	779667	782384	+	2718	308	403	33	157
gene-YBR290W	NC_001134.8	782591	783556	+	966	1654	1120	166	641
gene-YBR291C	NC_001134.8	783673	784572	-	900	63	72	83	263
gene-YBR292C	NC_001134.8	784702	785073	-	372	14	5	1	4
gene-YBR293W	NC_001134.8	787006	788430	+	1425	189	150	46	132
gene-YBR294W	NC_001134.8	789235	791814	+	2580	135	76	61	150
gene-YBR295W	NC_001134.8	792849	796499	+	3651	407	420	37	120
gene-YBR296C	NC_001134.8	796798	798522	-	1725	12958	2728	134	168
gene-YBR296C-A	NC_001134.8	800123	800242	-	120	24	9	0	0
gene-YBR297W	NC_001134.8	800523	801929	+	1407	738	692	48	152
gene-YBR298C	NC_001134.8	802631	804475	-	1845	62108	27894	865	1155
gene-YBR298C-A	NC_001134.8	805035	805256	-	222	3	2	0	0
gene-YBR299W	NC_001134.8	805351	807105	+	1755	11174	10155	172	420
gene-YBR301W	NC_001134.8	809057	809419	+	363	19	25	1	2
gene-YBR302C	NC_001134.8	810340	811479	-	1140	60	58	3	13
gene-YCL075W	NC_001135.5	2126	2566	+	441	0	0	0	0
gene-YCL074W	NC_001135.5	2824	3750	+	927	1	0	0	0
gene-YCL073C	NC_001135.5	6479	8326	-	1848	0	1	0	0
gene-YCL069W	NC_001135.5	9706	11082	+	1377	0	0	0	0
gene-YCL068C	NC_001135.5	11503	12285	-	783	0	0	0	0
gene-YCL067C	NC_001135.5	12386	13018	-	633	0	0	0	0
gene-YCL066W	NC_001135.5	13282	13809	+	528	0	0	0	0
gene-YCL064C	NC_001135.5	15798	16880	-	1083	3809	5365	50	207
gene-YCL063W	NC_001135.5	17290	18561	+	1272	82	188	36	182
gene-YCL061C	NC_001135.5	18816	22106	-	3291	112	382	5	27
gene-YCL059C	NC_001135.5	22429	23379	-	951	288	418	476	1587
gene-YCL058C	NC_001135.5	23523	23981	-	459	64	134	12	46
gene-YCL058W-A	NC_001135.5	23584	23925	+	342	0	0	0	0
gene-YCL057C-A	NC_001135.5	24032	24325	-	294	1131	2078	153	468
gene-YCL057W	NC_001135.5	24768	26906	+	2139	478	973	39	188
gene-YCL056C	NC_001135.5	26925	27359	-	435	506	380	30	114
gene-YCL055W	NC_001135.5	27929	28936	+	1008	206	372	26	139
gene-YCL054W-A	NC_001135.5	30910	30996	+	87	2	6	1	1
gene-YCL054W	NC_001135.5	31449	33974	+	2526	131	160	653	1873
gene-YCL052C	NC_001135.5	34143	35393	-	1251	1996	1949	83	299
gene-YCL051W	NC_001135.5	35865	37616	+	1752	528	574	80	311
gene-YCL050C	NC_001135.5	37836	38801	-	966	993	1598	209	734
gene-YCL049C	NC_001135.5	39786	40724	-	939	484	801	145	343
gene-YCL048W-A	NC_001135.5	41488	41727	+	240	49	18	2	0
gene-YCL048W	NC_001135.5	42165	43556	+	1392	60	42	2	6
gene-YCL047C	NC_001135.5	43661	44437	-	777	23	46	47	226
gene-YCL045C	NC_001135.5	44623	46905	-	2283	400	511	179	624
gene-YCL044C	NC_001135.5	47111	48364	-	1254	222	429	66	252
gene-YCL043C	NC_001135.5	48653	50221	-	1569	3498	5943	271	1172
gene-YCL042W	NC_001135.5	50584	50943	+	360	9	12	1	4
gene-YCL040W	NC_001135.5	50838	52340	+	1503	16372	18200	211	706
gene-YCL039W	NC_001135.5	52645	54882	+	2238	595	397	28	109
gene-YCL038C	NC_001135.5	54941	56527	-	1587	640	289	16	71
gene-YCL037C	NC_001135.5	57374	58678	-	1305	18	21	25	73
gene-YCL036W	NC_001135.5	59026	60726	+	1701	36	77	303	1051
gene-YCL035C	NC_001135.5	60841	61173	-	333	7389	8230	193	794
gene-YCL034W	NC_001135.5	61658	62722	+	1065	1500	1704	74	404
gene-YCL033C	NC_001135.5	62776	63282	-	507	943	996	15	78
gene-YCL032W	NC_001135.5	63441	64481	+	1041	605	690	43	188
gene-YCL031C	NC_001135.5	64675	65568	-	894	609	508	455	1737
gene-YCL030C	NC_001135.5	65934	68333	-	2400	671	1295	346	1166
gene-YCL029C	NC_001135.5	68599	69921	-	1323	119	252	68	221
gene-YCL028W	NC_001135.5	70150	71367	+	1218	1602	1689	118	393
gene-YCL027W	NC_001135.5	71803	73341	+	1539	52	54	6	26
gene-YCL026C-B	NC_001135.5	73405	73986	-	582	23	133	146	480
gene-YCL026C-A	NC_001135.5	74704	75285	-	582	26	27	38	88
gene-YCL025C	NC_001135.5	76018	77919	-	1902	3445	5368	1546	3754
gene-YCL024W	NC_001135.5	79162	82275	+	3114	30	104	11	9
gene-YNCC0001C	NC_001135.5	82462	82533	-	72	0	0	0	0
gene-YCL021W-A	NC_001135.5	83620	83997	+	378	5	9	1	4
gene-YCL020W	NC_001135.5	85102	86418	+	1317	0	0	0	0
gene-YCL019W	NC_001135.5	85102	90415	+	5314	0	1	0	0
gene-YNCC0002W	NC_001135.5;NC_001135.5	90859;90929	90896;90972	+;+	82	0	0	0	0
gene-YCL018W	NC_001135.5	91324	92418	+	1095	482	631	1029	2080
gene-YCL017C	NC_001135.5	92777	94270	-	1494	2205	2003	219	660
gene-YCL016C	NC_001135.5	94621	95763	-	1143	125	177	30	150
gene-YCL014W	NC_001135.5	96281	101191	+	4911	234	283	16	82
gene-YCL012C	NC_001135.5;NC_001135.5	101317;101701	101633;101788	-;-	405	965	597	24	105
gene-YCL011C	NC_001135.5	102075	103358	-	1284	1211	1439	423	1574
gene-YCL010C	NC_001135.5	103571	104350	-	780	279	269	41	174
gene-YCL009C	NC_001135.5	104619	105548	-	930	2893	2464	255	1029
gene-YCL008C	NC_001135.5	105696	106853	-	1158	140	229	20	125
gene-YCL005W-A	NC_001135.5;NC_001135.5;NC_001135.5	107023;107111;107288	107033;107191;107417	+;+;+	222	536	815	177	723
gene-YNCC0003C	NC_001135.5	107504	107712	-	209	25	67	13	45
gene-YCL005W	NC_001135.5	108021	108791	+	771	92	144	55	232
gene-YCL004W	NC_001135.5	109105	110670	+	1566	271	329	20	82
gene-YCL002C	NC_001135.5;NC_001135.5	110808;111634	111557;111675	-;-	792	136	197	75	299
gene-YCL001W	NC_001135.5	111916	112482	+	567	196	380	55	270
gene-YCL001W-A	NC_001135.5	113080	113541	+	462	31	12	5	9
gene-YCL001W-B	NC_001135.5	113770	114024	+	255	35	27	5	10
gene-YCR001W	NC_001135.5	115685	115999	+	315	5	10	2	12
gene-YCR002C	NC_001135.5	117380	118348	-	969	543	1221	98	456
gene-YCR003W	NC_001135.5	118620	119171	+	552	21	125	23	97
gene-YCR004C	NC_001135.5	119575	120318	-	744	4049	4021	59	230
gene-YCR005C	NC_001135.5	120946	122328	-	1383	21078	6943	265	802
gene-YCR006C	NC_001135.5	122530	123003	-	474	99	46	4	22
gene-YNCC0004C	NC_001135.5	123577	123648	-	72	7	2	3	1
gene-YCR007C	NC_001135.5	126011	126730	-	720	515	290	29	143
gene-YNCC0005W	NC_001135.5	127716	127789	+	74	0	0	0	0
gene-YCR008W	NC_001135.5	128470	130281	+	1812	842	1011	325	1197
gene-YCR009C	NC_001135.5	130745	131542	-	798	2471	3436	142	523
gene-YCR010C	NC_001135.5	132273	133124	-	852	12725	2109	96	46
gene-YCR011C	NC_001135.5	133724	136873	-	3150	863	955	20	177
gene-YCR012W	NC_001135.5	137746	138996	+	1251	71086	89575	2025	8619
gene-YCR014C	NC_001135.5	139185	140933	-	1749	146	100	50	188
gene-YCR015C	NC_001135.5	141217	142170	-	954	105	199	32	89
gene-YNCC0006C	NC_001135.5	142364	142546	-	183	111	244	19	73
gene-YNCC0007C	NC_001135.5	142701	142771	-	71	0	0	0	0
gene-YCR016W	NC_001135.5	143634	144506	+	873	68	168	288	1127
gene-YCR017C	NC_001135.5	144773	147634	-	2862	1033	1029	148	468
gene-YCR018C	NC_001135.5	148238	148903	-	666	9	10	6	55
gene-YNCC0008W	NC_001135.5	149920	149991	+	72	0	0	0	1
gene-YNCC0009C	NC_001135.5	151284	151356	-	73	0	0	0	1
gene-YCR019W	NC_001135.5	152837	153928	+	1092	147	247	64	201
gene-YCR020C	NC_001135.5	154012	154659	-	648	106	126	24	140
gene-YCR020C-A	NC_001135.5	154830	155096	-	267	152	154	29	110
gene-YCR020W-B	NC_001135.5	155320	155556	+	237	72	138	76	311
gene-YCR021C	NC_001135.5	156109	157107	-	999	195864	187260	1976	5077
gene-YCR022C	NC_001135.5	157421	157765	-	345	1	5	1	5
gene-YCR023C	NC_001135.5	158538	160373	-	1836	1852	3032	86	337
gene-YCR024C	NC_001135.5	160744	162222	-	1479	76	123	42	105
gene-YCR024C-B	NC_001135.5	162599	162865	-	267	1185	1565	721	2589
gene-YCR024C-A	NC_001135.5	162945	163067	-	123	934	1166	571	2115
gene-YCR025C	NC_001135.5	163446	163856	-	411	7	12	4	29
gene-YCR026C	NC_001135.5	164111	166339	-	2229	1131	903	195	498
gene-YCR027C	NC_001135.5	167370	167999	-	630	69	192	62	161
gene-YNCC0010C	NC_001135.5	168301	168372	-	72	0	0	0	0
gene-YCR028C	NC_001135.5	170886	172424	-	1539	232	248	82	350
gene-YCR028C-A	NC_001135.5;NC_001135.5	172950;173199	173115;173440	-;-	408	1965	2609	142	693
gene-YCR030C	NC_001135.5	173826	176438	-	2613	1197	1280	52	238
gene-YNCC0011W	NC_001135.5	177183	177282	+	100	1	1	8	19
gene-YCR031C	NC_001135.5;NC_001135.5	177500;178214	177906;178220	-;-	414	2079	4019	3054	12216
gene-YNCC0012C	NC_001135.5	178610	178798	-	189	4	28	0	4
gene-YCR032W	NC_001135.5	179520	186023	+	6504	478	447	55	196
gene-YCR033W	NC_001135.5	186489	190169	+	3681	1300	1500	215	655
gene-YCR034W	NC_001135.5	190592	191635	+	1044	102	372	91	380
gene-YCR035C	NC_001135.5	191834	193018	-	1185	202	280	310	968
gene-YCR036W	NC_001135.5	193297	194298	+	1002	456	540	87	315
gene-YCR037C	NC_001135.5	194414	197185	-	2772	1223	1064	131	472
gene-YCR038C	NC_001135.5	197621	199549	-	1929	85	96	17	69
gene-YCR039C	NC_001135.5	199546	200178	-	633	0	0	0	0
gene-YCR040W	NC_001135.5	200442	200969	+	528	0	0	0	0
gene-YCR041W	NC_001135.5	200911	201243	+	333	0	0	0	0
gene-YCR042C	NC_001135.5	201174	205397	-	4224	306	323	95	331
gene-YCR043C	NC_001135.5	206261	206644	-	384	35	100	82	338
gene-YCR044C	NC_001135.5	206877	207950	-	1074	37	83	37	153
gene-YCR045C	NC_001135.5	208135	209610	-	1476	48	103	12	70
gene-YCR046C	NC_001135.5	209914	210423	-	510	143	628	37	178
gene-YCR047C	NC_001135.5	210718	211545	-	828	466	486	443	1502
gene-YCR048W	NC_001135.5	211929	213761	+	1833	158	102	119	350
gene-YCR050C	NC_001135.5	213464	213772	-	309	1	0	0	1
gene-YCR051W	NC_001135.5	214071	214739	+	669	566	462	209	834
gene-YCR052W	NC_001135.5	214994	216445	+	1452	243	381	115	418
gene-YCR053W	NC_001135.5	216697	218241	+	1545	645	1079	596	2067
gene-YCR054C	NC_001135.5	218376	220067	-	1692	42	48	61	266
gene-YCR057C	NC_001135.5	220457	223228	-	2772	123	237	658	2044
gene-YCR059C	NC_001135.5	223454	224230	-	777	333	385	104	281
gene-YCR060W	NC_001135.5	224399	224734	+	336	228	233	34	91
gene-YCR061W	NC_001135.5	225563	227458	+	1896	214	210	21	54
gene-YNCC0013W	NC_001135.5;NC_001135.5	227942;227998	227978;228042	+;+	82	0	0	0	0
gene-YCR063W	NC_001135.5	228318	228791	+	474	17	19	24	52
gene-YCR065W	NC_001135.5	229310	231004	+	1695	19	49	28	147
gene-YCR066W	NC_001135.5	231500	232963	+	1464	69	89	26	88
gene-YCR067C	NC_001135.5	233125	236322	-	3198	141	233	60	217
gene-YCR068W	NC_001135.5	237214	238776	+	1563	973	489	96	177
gene-YCR069W	NC_001135.5	239055	240011	+	957	1966	1330	87	334
gene-YCR071C	NC_001135.5	240103	240543	-	441	326	632	29	147
gene-YCR072C	NC_001135.5	240805	242352	-	1548	32	46	447	1559
gene-YCR073C	NC_001135.5	242588	246583	-	3996	164	161	69	216
gene-YCR073W-A	NC_001135.5	246963	247910	+	948	1287	1154	53	265
gene-YCR075C	NC_001135.5	248033	248815	-	783	107	199	5	31
gene-YCR075W-A	NC_001135.5	248975	249202	+	228	38	66	6	35
gene-YCR076C	NC_001135.5	249293	250045	-	753	845	639	52	159
gene-YCR077C	NC_001135.5	250238	252628	-	2391	756	882	148	487
gene-YCR079W	NC_001135.5	252845	254173	+	1329	896	699	58	210
gene-YCR081W	NC_001135.5	254371	258654	+	4284	241	235	24	76
gene-YCR082W	NC_001135.5	258883	259269	+	387	837	692	44	204
gene-YCR083W	NC_001135.5	259578	259961	+	384	1872	1015	54	127
gene-YCR084C	NC_001135.5	260311	262452	-	2142	1178	1971	468	1690
gene-YCR085W	NC_001135.5	262916	263269	+	354	2	4	0	0
gene-YCR086W	NC_001135.5	263392	263964	+	573	90	178	31	65
gene-YCR087C-A	NC_001135.5	264006	264467	-	462	30	178	275	964
gene-YCR088W	NC_001135.5	265068	266846	+	1779	1117	2122	49	223
gene-YCR089W	NC_001135.5	267434	272263	+	4830	94	89	9	45
gene-YCR090C	NC_001135.5	272315	272863	-	549	269	429	30	174
gene-YCR091W	NC_001135.5	274404	276566	+	2163	1322	1117	15	54
gene-YCR092C	NC_001135.5	276764	279820	-	3057	63	91	68	255
gene-YCR093W	NC_001135.5	280117	286443	+	6327	1048	1015	120	491
gene-YCR094W	NC_001135.5	286762	287937	+	1176	215	318	47	184
gene-YCR095C	NC_001135.5	288170	289258	-	1089	395	457	38	157
gene-YCR095W-A	NC_001135.5	289639	289797	+	159	22	19	4	6
gene-YCR096C	NC_001135.5	293179	293538	-	360	1	1	0	0
gene-YCR097W	NC_001135.5;NC_001135.5;NC_001135.5	293835;293994;294292	293939;294239;294321	+;+;+	381	894	704	68	258
gene-YNCC0014W	NC_001135.5	295484	295556	+	73	0	0	0	0
gene-YCR098C	NC_001135.5	297049	298605	-	1557	924	967	12	36
gene-YCR099C	NC_001135.5	300832	301299	-	468	17	12	0	2
gene-YCR100C	NC_001135.5	301271	302221	-	951	24	22	0	1
gene-YCR101C	NC_001135.5	302482	303030	-	549	18	7	0	4
gene-YCR102C	NC_001135.5	304361	305467	-	1107	253	213	8	8
gene-YCR104W	NC_001135.5	307801	308175	+	375	15	10	1	1
gene-YCR105W	NC_001135.5	309070	310155	+	1086	81	66	6	18
gene-YCR106W	NC_001135.5	310958	313456	+	2499	103	102	16	43
gene-YCR107W	NC_001135.5	313890	314981	+	1092	75	78	5	38
gene-YCR108C	NC_001135.5	315997	316188	-	192	0	0	0	0
gene-YDL248W	NC_001136.10	1802	2953	+	1152	241	221	13	58
gene-YDL247W	NC_001136.10	5985	7814	+	1830	50	18	1	3
gene-YDL246C	NC_001136.10	8683	9756	-	1074	0	0	0	0
gene-YDL245C	NC_001136.10	11657	13360	-	1704	4	3	0	0
gene-YDL244W	NC_001136.10	16204	17226	+	1023	11	11	0	2
gene-YDL243C	NC_001136.10	17577	18566	-	990	56	41	6	17
gene-YDL242W	NC_001136.10	18959	19312	+	354	12	17	2	7
gene-YDL241W	NC_001136.10	20635	21006	+	372	18	73	13	40
gene-YDL240W	NC_001136.10	22823	25876	+	3054	62	106	15	53
gene-YDL239C	NC_001136.10	26403	28775	-	2373	283	170	8	26
gene-YDL238C	NC_001136.10	28985	30454	-	1470	504	352	7	12
gene-YDL237W	NC_001136.10	30657	31829	+	1173	819	959	49	184
gene-YDL236W	NC_001136.10	32296	33234	+	939	242	728	108	460
gene-YDL235C	NC_001136.10	33415	33918	-	504	186	335	167	737
